One=0, Two=0, Three=0, Four=0 Generation=268 4 guns alive
One=1, Two=4, Three=2, Four=12 Generation=3692 All guns dead
One=1, Two=4, Three=3, Four=0 Generation=2492 All guns dead
One=1, Two=4, Three=3, Four=1 Generation=266 4 guns alive
One=1, Two=4, Three=3, Four=2 Generation=1865 All guns dead
One=1, Two=4, Three=3, Four=3 Generation=2764 All guns dead
One=1, Two=4, Three=3, Four=4 Generation=2705 1 gun alive
One=1, Two=4, Three=3, Four=5 Generation=8916 All guns dead
One=1, Two=4, Three=3, Four=6 Generation=3610 1 gun alive
One=1, Two=4, Three=3, Four=7 Generation=1085 All guns dead
One=1, Two=4, Three=3, Four=8 Generation=259 4 guns alive
One=1, Two=4, Three=3, Four=9 Generation=2188 2 guns alive
One=1, Two=4, Three=3, Four=10 Generation=3191 All guns dead
One=1, Two=4, Three=3, Four=11 Generation=259 4 guns alive
One=1, Two=4, Three=3, Four=12 Generation=2045 All guns dead
One=1, Two=4, Three=4, Four=0 Generation=3515 All guns dead
One=1, Two=4, Three=4, Four=1 Generation=2972 All guns dead
One=1, Two=4, Three=4, Four=2 Generation=2102 All guns dead
One=1, Two=4, Three=4, Four=3 Generation=317 4 guns alive
One=1, Two=4, Three=4, Four=4 Generation=5495 All guns dead
One=1, Two=4, Three=4, Four=5 Generation=6216 All guns dead
One=1, Two=4, Three=4, Four=6 Generation=2470 1 gun alive
One=1, Two=4, Three=4, Four=7 Generation=1415 All guns dead
One=1, Two=4, Three=4, Four=8 Generation=1895 All guns dead
One=1, Two=4, Three=4, Four=9 Generation=10475 All guns dead
One=1, Two=4, Three=4, Four=10 Generation=3572 All guns dead
One=1, Two=4, Three=4, Four=11 Generation=4022 All guns dead
One=1, Two=4, Three=4, Four=12 Generation=3185 All guns dead
One=1, Two=4, Three=5, Four=0 Generation=287 4 guns alive
One=1, Two=4, Three=5, Four=1 Generation=3242 All guns dead
One=1, Two=4, Three=5, Four=2 Generation=2493 All guns dead
One=1, Two=4, Three=5, Four=3 Generation=261 4 guns alive
One=1, Two=4, Three=5, Four=4 Generation=5744 1 gun alive
One=1, Two=4, Three=5, Four=5 Generation=8942 All guns dead
One=1, Two=4, Three=5, Four=6 Generation=6877 All guns dead
One=1, Two=4, Three=5, Four=7 Generation=1235 All guns dead
One=1, Two=4, Three=5, Four=8 Generation=5912 All guns dead
One=1, Two=4, Three=5, Four=9 Generation=3216 All guns dead
One=1, Two=4, Three=5, Four=10 Generation=3722 All guns dead
One=1, Two=4, Three=5, Four=11 Generation=2325 2 guns alive
One=1, Two=4, Three=5, Four=12 Generation=1352 All guns dead
One=1, Two=4, Three=6, Four=0 Generation=5431 All guns dead
One=1, Two=4, Three=6, Four=1 Generation=5402 All guns dead
One=1, Two=4, Three=6, Four=2 Generation=2225 All guns dead
One=1, Two=4, Three=6, Four=3 Generation=3332 All guns dead
One=1, Two=4, Three=6, Four=4 Generation=3757 All guns dead
One=1, Two=4, Three=6, Four=5 Generation=255 4 guns alive
One=1, Two=4, Three=6, Four=6 Generation=261 4 guns alive
One=1, Two=4, Three=6, Four=7 Generation=3317 1 gun alive
One=1, Two=4, Three=6, Four=8 Generation=1837 All guns dead
One=1, Two=4, Three=6, Four=9 Generation=3455 All guns dead
One=1, Two=4, Three=6, Four=10 Generation=1702 3 guns alive
One=1, Two=4, Three=6, Four=11 Generation=2317 All guns dead
One=1, Two=4, Three=6, Four=12 Generation=263 4 guns alive
One=1, Two=4, Three=7, Four=0 Generation=254 4 guns alive
One=1, Two=4, Three=7, Four=1 Generation=2702 All guns dead
One=1, Two=4, Three=7, Four=2 Generation=3065 All guns dead
One=1, Two=4, Three=7, Four=3 Generation=2855 All guns dead
One=1, Two=4, Three=7, Four=4 Generation=3308 All guns dead
One=1, Two=4, Three=7, Four=5 Generation=4994 1 gun alive
One=1, Two=4, Three=7, Four=6 Generation=261 4 guns alive
One=1, Two=4, Three=7, Four=7 Generation=4001 1 gun alive
One=1, Two=4, Three=7, Four=8 Generation=5401 1 gun alive
One=1, Two=4, Three=7, Four=9 Generation=2348 2 guns alive
One=1, Two=4, Three=7, Four=10 Generation=7535 All guns dead
One=1, Two=4, Three=7, Four=11 Generation=1512 All guns dead
One=1, Two=4, Three=7, Four=12 Generation=3673 All guns dead
One=1, Two=4, Three=8, Four=0 Generation=2169 All guns dead
One=1, Two=4, Three=8, Four=1 Generation=287 4 guns alive
One=1, Two=4, Three=8, Four=2 Generation=2015 All guns dead
One=1, Two=4, Three=8, Four=3 Generation=4144 All guns dead
One=1, Two=4, Three=8, Four=4 Generation=2765 All guns dead
One=1, Two=4, Three=8, Four=5 Generation=261 4 guns alive
One=1, Two=4, Three=8, Four=6 Generation=1175 All guns dead
One=1, Two=4, Three=8, Four=7 Generation=4838 All guns dead
One=1, Two=4, Three=8, Four=8 Generation=3182 All guns dead
One=1, Two=4, Three=8, Four=9 Generation=4444 1 gun alive
One=1, Two=4, Three=8, Four=10 Generation=2832 1 gun alive
One=1, Two=4, Three=8, Four=11 Generation=346 4 guns alive
One=1, Two=4, Three=8, Four=12 Generation=4873 All guns dead
One=1, Two=4, Three=9, Four=0 Generation=291 4 guns alive
One=1, Two=4, Three=9, Four=1 Generation=2264 2 guns alive
One=1, Two=4, Three=9, Four=2 Generation=6083 1 gun alive
One=1, Two=4, Three=9, Four=3 Generation=265 4 guns alive
One=1, Two=4, Three=9, Four=4 Generation=2138 1 gun alive
One=1, Two=4, Three=9, Four=5 Generation=273 4 guns alive
One=1, Two=4, Three=9, Four=6 Generation=6095 All guns dead
One=1, Two=4, Three=9, Four=7 Generation=3820 All guns dead
One=1, Two=4, Three=9, Four=8 Generation=262 4 guns alive
One=1, Two=4, Three=9, Four=9 Generation=6245 All guns dead
One=1, Two=4, Three=9, Four=10 Generation=265 4 guns alive
One=1, Two=4, Three=9, Four=11 Generation=3452 All guns dead
One=1, Two=4, Three=9, Four=12 Generation=261 4 guns alive
One=1, Two=4, Three=10, Four=0 Generation=257 4 guns alive
One=1, Two=4, Three=10, Four=1 Generation=4505 All guns dead
One=1, Two=4, Three=10, Four=2 Generation=2912 All guns dead
One=1, Two=4, Three=10, Four=3 Generation=266 4 guns alive
One=1, Two=4, Three=10, Four=4 Generation=5771 All guns dead
One=1, Two=4, Three=10, Four=5 Generation=6482 All guns dead
One=1, Two=4, Three=10, Four=6 Generation=264 4 guns alive
One=1, Two=4, Three=10, Four=7 Generation=3005 All guns dead
One=1, Two=4, Three=10, Four=8 Generation=9401 All guns dead
One=1, Two=4, Three=10, Four=9 Generation=5593 1 gun alive
One=1, Two=4, Three=10, Four=10 Generation=266 4 guns alive
One=1, Two=4, Three=10, Four=11 Generation=4781 All guns dead
One=1, Two=4, Three=10, Four=12 Generation=1698 2 guns alive
One=1, Two=4, Three=11, Four=0 Generation=257 4 guns alive
One=1, Two=4, Three=11, Four=1 Generation=9905 1 gun alive
One=1, Two=4, Three=11, Four=2 Generation=2645 All guns dead
One=1, Two=4, Three=11, Four=3 Generation=267 4 guns alive
One=1, Two=4, Three=11, Four=4 Generation=1505 All guns dead
One=1, Two=4, Three=11, Four=5 Generation=317 4 guns alive
One=1, Two=4, Three=11, Four=6 Generation=6242 All guns dead
One=1, Two=4, Three=11, Four=7 Generation=1418 All guns dead
One=1, Two=4, Three=11, Four=8 Generation=1742 All guns dead
One=1, Two=4, Three=11, Four=9 Generation=3785 1 gun alive
One=1, Two=4, Three=11, Four=10 Generation=267 4 guns alive
One=1, Two=4, Three=11, Four=11 Generation=2521 1 gun alive
One=1, Two=4, Three=11, Four=12 Generation=3155 All guns dead
One=1, Two=4, Three=12, Four=0 Generation=2702 All guns dead
One=1, Two=4, Three=12, Four=1 Generation=2402 All guns dead
One=1, Two=4, Three=12, Four=2 Generation=3801 1 gun alive
One=1, Two=4, Three=12, Four=3 Generation=268 4 guns alive
One=1, Two=4, Three=12, Four=4 Generation=2795 All guns dead
One=1, Two=4, Three=12, Four=5 Generation=6182 All guns dead
One=1, Two=4, Three=12, Four=6 Generation=3815 All guns dead
One=1, Two=4, Three=12, Four=7 Generation=8582 All guns dead
One=1, Two=4, Three=12, Four=8 Generation=2132 All guns dead
One=1, Two=4, Three=12, Four=9 Generation=3220 All guns dead
One=1, Two=4, Three=12, Four=10 Generation=268 4 guns alive
One=1, Two=4, Three=12, Four=11 Generation=2773 All guns dead
One=1, Two=4, Three=12, Four=12 Generation=5912 All guns dead
One=1, Two=5, Three=1, Four=0 Generation=3482 All guns dead
One=1, Two=5, Three=1, Four=1 Generation=7361 1 gun alive
One=1, Two=5, Three=1, Four=2 Generation=256 4 guns alive
One=1, Two=5, Three=1, Four=3 Generation=262 4 guns alive
One=1, Two=5, Three=1, Four=4 Generation=8285 All guns dead
One=1, Two=5, Three=1, Four=5 Generation=260 4 guns alive
One=1, Two=5, Three=1, Four=6 Generation=2042 All guns dead
One=1, Two=5, Three=1, Four=7 Generation=2874 1 gun alive
One=1, Two=5, Three=1, Four=8 Generation=7989 All guns dead
One=1, Two=5, Three=1, Four=9 Generation=2276 2 guns alive
One=1, Two=5, Three=1, Four=10 Generation=12752 All guns dead
One=1, Two=5, Three=1, Four=11 Generation=1995 2 guns alive
One=1, Two=5, Three=1, Four=12 Generation=1806 All guns dead
One=1, Two=5, Three=2, Four=0 Generation=6303 All guns dead
One=1, Two=5, Three=2, Four=1 Generation=2132 All guns dead
One=1, Two=5, Three=2, Four=2 Generation=259 4 guns alive
One=1, Two=5, Three=2, Four=3 Generation=6784 All guns dead
One=1, Two=5, Three=2, Four=4 Generation=1682 All guns dead
One=1, Two=5, Three=2, Four=5 Generation=3183 All guns dead
One=1, Two=5, Three=2, Four=6 Generation=2436 All guns dead
One=1, Two=5, Three=2, Four=7 Generation=3092 2 guns alive
One=1, Two=5, Three=2, Four=8 Generation=3489 All guns dead
One=1, Two=5, Three=2, Four=9 Generation=1982 All guns dead
One=1, Two=5, Three=2, Four=10 Generation=1576 2 guns alive
One=1, Two=5, Three=2, Four=11 Generation=288 4 guns alive
One=1, Two=5, Three=2, Four=12 Generation=2733 All guns dead
One=1, Two=5, Three=3, Four=0 Generation=2224 All guns dead
One=1, Two=5, Three=3, Four=1 Generation=351 4 guns alive
One=1, Two=5, Three=3, Four=2 Generation=8848 1 gun alive
One=1, Two=5, Three=3, Four=3 Generation=2797 1 gun alive
One=1, Two=5, Three=3, Four=4 Generation=5795 1 gun alive
One=1, Two=5, Three=3, Four=5 Generation=2076 All guns dead
One=1, Two=5, Three=3, Four=6 Generation=324 4 guns alive
One=1, Two=5, Three=3, Four=7 Generation=2168 All guns dead
One=1, Two=5, Three=3, Four=8 Generation=1389 All guns dead
One=1, Two=5, Three=3, Four=9 Generation=264 4 guns alive
One=1, Two=5, Three=3, Four=10 Generation=3906 All guns dead
One=1, Two=5, Three=3, Four=11 Generation=348 4 guns alive
One=1, Two=5, Three=3, Four=12 Generation=1876 1 gun alive
One=1, Two=5, Three=4, Four=0 Generation=2978 1 gun alive
One=1, Two=5, Three=4, Four=1 Generation=3242 All guns dead
One=1, Two=5, Three=4, Four=2 Generation=5703 All guns dead
One=1, Two=5, Three=4, Four=3 Generation=1834 All guns dead
One=1, Two=5, Three=4, Four=4 Generation=3666 All guns dead
One=1, Two=5, Three=4, Four=5 Generation=285 4 guns alive
One=1, Two=5, Three=4, Four=6 Generation=267 4 guns alive
One=1, Two=5, Three=4, Four=7 Generation=4772 All guns dead
One=1, Two=5, Three=4, Four=8 Generation=2615 All guns dead
One=1, Two=5, Three=4, Four=9 Generation=2435 All guns dead
One=1, Two=5, Three=4, Four=10 Generation=8222 All guns dead
One=1, Two=5, Three=4, Four=11 Generation=2975 All guns dead
One=1, Two=5, Three=4, Four=12 Generation=2555 All guns dead
One=1, Two=5, Three=5, Four=0 Generation=2221 1 gun alive
One=1, Two=5, Three=5, Four=1 Generation=2346 All guns dead
One=1, Two=5, Three=5, Four=2 Generation=3516 All guns dead
One=1, Two=5, Three=5, Four=3 Generation=265 4 guns alive
One=1, Two=5, Three=5, Four=4 Generation=2372 All guns dead
One=1, Two=5, Three=5, Four=5 Generation=3390 1 gun alive
One=1, Two=5, Three=5, Four=6 Generation=6557 1 gun alive
One=1, Two=5, Three=5, Four=7 Generation=320 4 guns alive
One=1, Two=5, Three=5, Four=8 Generation=265 4 guns alive
One=1, Two=5, Three=5, Four=9 Generation=4085 1 gun alive
One=1, Two=5, Three=5, Four=10 Generation=1956 All guns dead
One=1, Two=5, Three=5, Four=11 Generation=3432 All guns dead
One=1, Two=5, Three=5, Four=12 Generation=4746 All guns dead
One=1, Two=5, Three=6, Four=0 Generation=2197 All guns dead
One=1, Two=5, Three=6, Four=1 Generation=6572 All guns dead
One=1, Two=5, Three=6, Four=2 Generation=2979 1 gun alive
One=1, Two=5, Three=6, Four=3 Generation=520 4 guns alive
One=1, Two=5, Three=6, Four=4 Generation=1626 All guns dead
One=1, Two=5, Three=6, Four=5 Generation=6032 All guns dead
One=1, Two=5, Three=6, Four=6 Generation=3820 1 gun alive
One=1, Two=5, Three=6, Four=7 Generation=1656 All guns dead
One=1, Two=5, Three=6, Four=8 Generation=4026 All guns dead
One=1, Two=5, Three=6, Four=9 Generation=1597 All guns dead
One=1, Two=5, Three=6, Four=10 Generation=5111 All guns dead
One=1, Two=5, Three=6, Four=11 Generation=294 4 guns alive
One=1, Two=5, Three=6, Four=12 Generation=2083 All guns dead
One=1, Two=5, Three=7, Four=0 Generation=2798 All guns dead
One=1, Two=5, Three=7, Four=1 Generation=1866 All guns dead
One=1, Two=5, Three=7, Four=2 Generation=264 4 guns alive
One=1, Two=5, Three=7, Four=3 Generation=264 4 guns alive
One=1, Two=5, Three=7, Four=4 Generation=2102 All guns dead
One=1, Two=5, Three=7, Four=5 Generation=259 4 guns alive
One=1, Two=5, Three=7, Four=6 Generation=3218 All guns dead
One=1, Two=5, Three=7, Four=7 Generation=3009 1 gun alive
One=1, Two=5, Three=7, Four=8 Generation=4746 All guns dead
One=1, Two=5, Three=7, Four=9 Generation=2170 All guns dead
One=1, Two=5, Three=7, Four=10 Generation=4121 All guns dead
One=1, Two=5, Three=7, Four=11 Generation=3066 All guns dead
One=1, Two=5, Three=7, Four=12 Generation=2473 All guns dead
One=1, Two=5, Three=8, Four=0 Generation=3662 All guns dead
One=1, Two=5, Three=8, Four=1 Generation=1986 All guns dead
One=1, Two=5, Three=8, Four=2 Generation=2913 All guns dead
One=1, Two=5, Three=8, Four=3 Generation=2645 1 gun alive
One=1, Two=5, Three=8, Four=4 Generation=449 4 guns alive
One=1, Two=5, Three=8, Four=5 Generation=2289 All guns dead
One=1, Two=5, Three=8, Four=6 Generation=285 4 guns alive
One=1, Two=5, Three=8, Four=7 Generation=289 4 guns alive
One=1, Two=5, Three=8, Four=8 Generation=2377 1 gun alive
One=1, Two=5, Three=8, Four=9 Generation=4482 1 gun alive
One=1, Two=5, Three=8, Four=10 Generation=2136 All guns dead
One=1, Two=5, Three=8, Four=11 Generation=258 4 guns alive
One=1, Two=5, Three=8, Four=12 Generation=5019 1 gun alive
One=1, Two=5, Three=9, Four=0 Generation=2401 All guns dead
One=1, Two=5, Three=9, Four=1 Generation=2252 All guns dead
One=1, Two=5, Three=9, Four=2 Generation=3302 All guns dead
One=1, Two=5, Three=9, Four=3 Generation=3606 All guns dead
One=1, Two=5, Three=9, Four=4 Generation=4086 All guns dead
One=1, Two=5, Three=9, Four=5 Generation=260 4 guns alive
One=1, Two=5, Three=9, Four=6 Generation=287 4 guns alive
One=1, Two=5, Three=9, Four=7 Generation=361 4 guns alive
One=1, Two=5, Three=9, Four=8 Generation=10660 All guns dead
One=1, Two=5, Three=9, Four=9 Generation=6632 All guns dead
One=1, Two=5, Three=9, Four=10 Generation=2410 All guns dead
One=1, Two=5, Three=9, Four=11 Generation=324 4 guns alive
One=1, Two=5, Three=9, Four=12 Generation=2653 1 gun alive
One=1, Two=5, Three=10, Four=0 Generation=1326 All guns dead
One=1, Two=5, Three=10, Four=1 Generation=2903 1 gun alive
One=1, Two=5, Three=10, Four=2 Generation=405 4 guns alive
One=1, Two=5, Three=10, Four=3 Generation=269 4 guns alive
One=1, Two=5, Three=10, Four=4 Generation=2526 All guns dead
One=1, Two=5, Three=10, Four=5 Generation=4274 1 gun alive
One=1, Two=5, Three=10, Four=6 Generation=336 4 guns alive
One=1, Two=5, Three=10, Four=7 Generation=261 4 guns alive
One=1, Two=5, Three=10, Four=8 Generation=4781 1 gun alive
One=1, Two=5, Three=10, Four=9 Generation=2954 1 gun alive
One=1, Two=5, Three=10, Four=10 Generation=3461 All guns dead
One=1, Two=5, Three=10, Four=11 Generation=4205 1 gun alive
One=1, Two=5, Three=10, Four=12 Generation=3314 1 gun alive
One=1, Two=5, Three=11, Four=0 Generation=4176 All guns dead
One=1, Two=5, Three=11, Four=1 Generation=2462 All guns dead
One=1, Two=5, Three=11, Four=2 Generation=3093 All guns dead
One=1, Two=5, Three=11, Four=3 Generation=2254 All guns dead
One=1, Two=5, Three=11, Four=4 Generation=3486 All guns dead
One=1, Two=5, Three=11, Four=5 Generation=2256 All guns dead
One=1, Two=5, Three=11, Four=6 Generation=2557 All guns dead
One=1, Two=5, Three=11, Four=7 Generation=293 4 guns alive
One=1, Two=5, Three=11, Four=8 Generation=2495 1 gun alive
One=1, Two=5, Three=11, Four=9 Generation=1842 All guns dead
One=1, Two=5, Three=11, Four=10 Generation=3798 1 gun alive
One=1, Two=5, Three=11, Four=11 Generation=3036 All guns dead
One=1, Two=5, Three=11, Four=12 Generation=3159 1 gun alive
One=1, Two=5, Three=12, Four=0 Generation=6365 1 gun alive
One=1, Two=5, Three=12, Four=1 Generation=5312 All guns dead
One=1, Two=5, Three=12, Four=2 Generation=4653 All guns dead
One=1, Two=5, Three=12, Four=3 Generation=2527 1 gun alive
One=1, Two=5, Three=12, Four=4 Generation=1326 All guns dead
One=1, Two=5, Three=12, Four=5 Generation=298 4 guns alive
One=1, Two=5, Three=12, Four=6 Generation=3847 All guns dead
One=1, Two=5, Three=12, Four=7 Generation=1712 All guns dead
One=1, Two=5, Three=12, Four=8 Generation=1566 All guns dead
One=1, Two=5, Three=12, Four=9 Generation=2803 2 guns alive
One=1, Two=5, Three=12, Four=10 Generation=3846 All guns dead
One=1, Two=5, Three=12, Four=11 Generation=2262 All guns dead
One=1, Two=5, Three=12, Four=12 Generation=4453 All guns dead
One=1, Two=6, Three=1, Four=0 Generation=1831 1 gun alive
One=1, Two=6, Three=1, Four=1 Generation=1682 All guns dead
One=1, Two=6, Three=1, Four=2 Generation=1413 All guns dead
One=1, Two=6, Three=1, Four=3 Generation=5282 All guns dead
One=1, Two=6, Three=1, Four=4 Generation=6487 All guns dead
One=1, Two=6, Three=1, Four=5 Generation=2042 All guns dead
One=1, Two=6, Three=1, Four=6 Generation=309 4 guns alive
One=1, Two=6, Three=1, Four=7 Generation=2372 All guns dead
One=1, Two=6, Three=1, Four=8 Generation=2522 All guns dead
One=1, Two=6, Three=1, Four=9 Generation=9155 1 gun alive
One=1, Two=6, Three=1, Four=10 Generation=328 4 guns alive
One=1, Two=6, Three=1, Four=11 Generation=2167 All guns dead
One=1, Two=6, Three=1, Four=12 Generation=7486 1 gun alive
One=1, Two=6, Three=2, Four=0 Generation=4327 All guns dead
One=1, Two=6, Three=2, Four=1 Generation=2372 All guns dead
One=1, Two=6, Three=2, Four=2 Generation=351 4 guns alive
One=1, Two=6, Three=2, Four=3 Generation=2404 All guns dead
One=1, Two=6, Three=2, Four=4 Generation=4191 1 gun alive
One=1, Two=6, Three=2, Four=5 Generation=3850 1 gun alive
One=1, Two=6, Three=2, Four=6 Generation=2077 All guns dead
One=1, Two=6, Three=2, Four=7 Generation=5109 1 gun alive
One=1, Two=6, Three=2, Four=8 Generation=261 4 guns alive
One=1, Two=6, Three=2, Four=9 Generation=2823 All guns dead
One=1, Two=6, Three=2, Four=10 Generation=260 4 guns alive
One=1, Two=6, Three=2, Four=11 Generation=4563 All guns dead
One=1, Two=6, Three=2, Four=12 Generation=267 4 guns alive
One=1, Two=6, Three=3, Four=0 Generation=3064 All guns dead
One=1, Two=6, Three=3, Four=1 Generation=4056 1 gun alive
One=1, Two=6, Three=3, Four=2 Generation=4203 All guns dead
One=1, Two=6, Three=3, Four=3 Generation=2134 All guns dead
One=1, Two=6, Three=3, Four=4 Generation=5254 All guns dead
One=1, Two=6, Three=3, Four=5 Generation=3787 All guns dead
One=1, Two=6, Three=3, Four=6 Generation=260 4 guns alive
One=1, Two=6, Three=3, Four=7 Generation=3362 All guns dead
One=1, Two=6, Three=3, Four=8 Generation=2647 All guns dead
One=1, Two=6, Three=3, Four=9 Generation=270 4 guns alive
One=1, Two=6, Three=3, Four=10 Generation=292 4 guns alive
One=1, Two=6, Three=3, Four=11 Generation=264 4 guns alive
One=1, Two=6, Three=3, Four=12 Generation=4054 All guns dead
One=1, Two=6, Three=4, Four=0 Generation=263 4 guns alive
One=1, Two=6, Three=4, Four=1 Generation=5402 All guns dead
One=1, Two=6, Three=4, Four=2 Generation=2405 All guns dead
One=1, Two=6, Three=4, Four=3 Generation=3049 1 gun alive
One=1, Two=6, Three=4, Four=4 Generation=5465 All guns dead
One=1, Two=6, Three=4, Four=5 Generation=3126 All guns dead
One=1, Two=6, Three=4, Four=6 Generation=265 4 guns alive
One=1, Two=6, Three=4, Four=7 Generation=4208 1 gun alive
One=1, Two=6, Three=4, Four=8 Generation=266 4 guns alive
One=1, Two=6, Three=4, Four=9 Generation=1505 All guns dead
One=1, Two=6, Three=4, Four=10 Generation=1505 All guns dead
One=1, Two=6, Three=4, Four=11 Generation=2675 All guns dead
One=1, Two=6, Three=4, Four=12 Generation=5882 All guns dead
One=1, Two=6, Three=5, Four=0 Generation=3722 All guns dead
One=1, Two=6, Three=5, Four=1 Generation=6572 All guns dead
One=1, Two=6, Three=5, Four=2 Generation=288 4 guns alive
One=1, Two=6, Three=5, Four=3 Generation=2376 All guns dead
One=1, Two=6, Three=5, Four=4 Generation=3215 All guns dead
One=1, Two=6, Three=5, Four=5 Generation=2229 2 guns alive
One=1, Two=6, Three=5, Four=6 Generation=11320 1 gun alive
One=1, Two=6, Three=5, Four=7 Generation=1592 All guns dead
One=1, Two=6, Three=5, Four=8 Generation=3816 All guns dead
One=1, Two=6, Three=5, Four=9 Generation=4057 All guns dead
One=1, Two=6, Three=5, Four=10 Generation=1871 All guns dead
One=1, Two=6, Three=5, Four=11 Generation=2707 All guns dead
One=1, Two=6, Three=5, Four=12 Generation=3217 All guns dead
One=1, Two=6, Three=6, Four=0 Generation=2737 All guns dead
One=1, Two=6, Three=6, Four=1 Generation=1202 All guns dead
One=1, Two=6, Three=6, Four=2 Generation=2222 1 gun alive
One=1, Two=6, Three=6, Four=3 Generation=4927 All guns dead
One=1, Two=6, Three=6, Four=4 Generation=4955 All guns dead
One=1, Two=6, Three=6, Four=5 Generation=4117 All guns dead
One=1, Two=6, Three=6, Four=6 Generation=1867 All guns dead
One=1, Two=6, Three=6, Four=7 Generation=266 4 guns alive
One=1, Two=6, Three=6, Four=8 Generation=1982 All guns dead
One=1, Two=6, Three=6, Four=9 Generation=3457 All guns dead
One=1, Two=6, Three=6, Four=10 Generation=1694 3 guns alive
One=1, Two=6, Three=6, Four=11 Generation=3220 1 gun alive
One=1, Two=6, Three=6, Four=12 Generation=3205 1 gun alive
One=1, Two=6, Three=7, Four=0 Generation=1772 All guns dead
One=1, Two=6, Three=7, Four=1 Generation=2852 All guns dead
One=1, Two=6, Three=7, Four=2 Generation=3723 All guns dead
One=1, Two=6, Three=7, Four=3 Generation=1891 1 gun alive
One=1, Two=6, Three=7, Four=4 Generation=3572 All guns dead
One=1, Two=6, Three=7, Four=5 Generation=1868 All guns dead
One=1, Two=6, Three=7, Four=6 Generation=289 4 guns alive
One=1, Two=6, Three=7, Four=7 Generation=5942 All guns dead
One=1, Two=6, Three=7, Four=8 Generation=1357 All guns dead
One=1, Two=6, Three=7, Four=9 Generation=2257 All guns dead
One=1, Two=6, Three=7, Four=10 Generation=2735 1 gun alive
One=1, Two=6, Three=7, Four=11 Generation=5529 1 gun alive
One=1, Two=6, Three=7, Four=12 Generation=378 4 guns alive
One=1, Two=6, Three=8, Four=0 Generation=2191 All guns dead
One=1, Two=6, Three=8, Four=1 Generation=1772 All guns dead
One=1, Two=6, Three=8, Four=2 Generation=5792 All guns dead
One=1, Two=6, Three=8, Four=3 Generation=3874 All guns dead
One=1, Two=6, Three=8, Four=4 Generation=2259 All guns dead
One=1, Two=6, Three=8, Four=5 Generation=3816 All guns dead
One=1, Two=6, Three=8, Four=6 Generation=4507 All guns dead
One=1, Two=6, Three=8, Four=7 Generation=3878 All guns dead
One=1, Two=6, Three=8, Four=8 Generation=3579 All guns dead
One=1, Two=6, Three=8, Four=9 Generation=3434 1 gun alive
One=1, Two=6, Three=8, Four=10 Generation=2171 All guns dead
One=1, Two=6, Three=8, Four=11 Generation=2442 All guns dead
One=1, Two=6, Three=8, Four=12 Generation=1537 All guns dead
One=1, Two=6, Three=9, Four=0 Generation=5047 All guns dead
One=1, Two=6, Three=9, Four=1 Generation=2572 2 guns alive
One=1, Two=6, Three=9, Four=2 Generation=2402 All guns dead
One=1, Two=6, Three=9, Four=3 Generation=1045 2 guns alive
One=1, Two=6, Three=9, Four=4 Generation=2989 1 gun alive
One=1, Two=6, Three=9, Four=5 Generation=2616 All guns dead
One=1, Two=6, Three=9, Four=6 Generation=2467 All guns dead
One=1, Two=6, Three=9, Four=7 Generation=3548 All guns dead
One=1, Two=6, Three=9, Four=8 Generation=2050 All guns dead
One=1, Two=6, Three=9, Four=9 Generation=5050 All guns dead
One=1, Two=6, Three=9, Four=10 Generation=4063 1 gun alive
One=1, Two=6, Three=9, Four=11 Generation=4412 All guns dead
One=1, Two=6, Three=9, Four=12 Generation=330 4 guns alive
One=1, Two=6, Three=10, Four=0 Generation=5492 All guns dead
One=1, Two=6, Three=10, Four=1 Generation=2855 1 gun alive
One=1, Two=6, Three=10, Four=2 Generation=1867 All guns dead
One=1, Two=6, Three=10, Four=3 Generation=2831 All guns dead
One=1, Two=6, Three=10, Four=4 Generation=3902 All guns dead
One=1, Two=6, Three=10, Four=5 Generation=258 4 guns alive
One=1, Two=6, Three=10, Four=6 Generation=5174 1 gun alive
One=1, Two=6, Three=10, Four=7 Generation=3097 All guns dead
One=1, Two=6, Three=10, Four=8 Generation=2497 All guns dead
One=1, Two=6, Three=10, Four=9 Generation=6607 All guns dead
One=1, Two=6, Three=10, Four=10 Generation=2089 2 guns alive
One=1, Two=6, Three=10, Four=11 Generation=1777 All guns dead
One=1, Two=6, Three=10, Four=12 Generation=3853 All guns dead
One=1, Two=6, Three=11, Four=0 Generation=3577 All guns dead
One=1, Two=6, Three=11, Four=1 Generation=3425 1 gun alive
One=1, Two=6, Three=11, Four=2 Generation=2163 All guns dead
One=1, Two=6, Three=11, Four=3 Generation=5917 All guns dead
One=1, Two=6, Three=11, Four=4 Generation=3312 All guns dead
One=1, Two=6, Three=11, Four=5 Generation=5175 1 gun alive
One=1, Two=6, Three=11, Four=6 Generation=1657 All guns dead
One=1, Two=6, Three=11, Four=7 Generation=1482 All guns dead
One=1, Two=6, Three=11, Four=8 Generation=1869 All guns dead
One=1, Two=6, Three=11, Four=9 Generation=264 4 guns alive
One=1, Two=6, Three=11, Four=10 Generation=2321 All guns dead
One=1, Two=6, Three=11, Four=11 Generation=2377 All guns dead
One=1, Two=6, Three=11, Four=12 Generation=1849 1 gun alive
One=1, Two=6, Three=12, Four=0 Generation=2650 1 gun alive
One=1, Two=6, Three=12, Four=1 Generation=3602 All guns dead
One=1, Two=6, Three=12, Four=2 Generation=3063 All guns dead
